Income,Tenure,FICO,Origination,Amount,Grade
42000,10+ years,707,May-08-2019,2500,D
70000,10+ years,732,May-29-2019,12000,D
49000,10+ years,"NA",Jun-22-2019,1200,C
90000,3 years,682,Jun-14-2019,9750,C
100070,6 years,662,Apr-19-2019,40000,B
70000,3 years,807,Jun-21-2019,9600,A
120096,0 years,692,Jun-19-2019,9000,B
50000,6 years,677,Jun-01-2019,2900,C
83500,1 year,712,May-06-2019,22000,A
46008.4,4 years,697,May-26-2019,20000,C
45000,3 years,732,May-04-2019,13600,B
34000,9 years,667,May-18-2019,5000,B
52500,10+ years,667,Jun-30-2019,5000,C
350040,3 years,782,May-13-2019,25000,A
197651,10+ years,732,Apr-01-2019,40000,B
125034,5 years,722,Jun-12-2019,9000,A
52000,6 years,727,May-26-2019,15000,C
47000,10+ years,672,May-05-2019,7000,D
130054,1 year,682,Apr-21-2019,"NA",D
120091,3 years,732,May-11-2019,10000,B
70000,10+ years,682,Apr-12-2019,18000,B
65896.27,10+ years,692,May-26-2019,3200,A
120100,0 years,747,Apr-09-2019,20000,A
140023,10+ years,742,Jun-08-2019,40000,C
23500,5 years,717,Apr-17-2019,1500,C
74000,5 years,722,May-10-2019,15000,C
110093,10+ years,672,May-24-2019,10200,C
80000,3 years,687,n/a,35000,D
51000,10+ years,742,May-16-2019,36000,C
,4 years,667,Apr-06-2019,10000,C
60000,6 years,687,Jun-24-2019,9450,B
88000,3 years,777,Apr-13-2019,4000,A
70000,6 years,782,Apr-28-2019,5000,A
70000,2 years,737,n/a,4000,A
,1 year,662,Jun-07-2019,10000,C
20000,0 years,672,Apr-11-2019,20425,D
77000,5 years,732,May-28-2019,3600,A
75000,10+ years,802,May-20-2019,36000,C
103068,5 years,677,May-05-2019,19000,A
0,0 years,787,Jun-30-2019,28800,A
65000,7 years,687,Apr-23-2019,25000,C
85000,0 years,682,May-31-2019,30000,D
136022,10+ years,737,May-25-2019,5500,A
40000,0 years,732,May-04-2019,8000,A
125036,5 years,682,May-14-2019,20000,B
34500,6 years,667,May-16-2019,4200,D
30478.5,10+ years,747,Apr-17-2019,6400,C
37500,10+ years,677,Apr-01-2019,10000,D
72000,10+ years,717,Jun-15-2019,30000,C
47100,1 year,672,Apr-17-2019,,D
65000,10+ years,692,May-10-2019,6000,C
110022,3 years,,Jun-12-2019,40000,B
58000,10+ years,787,May-04-2019,14400,A
92100,10+ years,677,Jun-17-2019,40000,C
,10+ years,717,May-26-2019,12500,B
45000,8 years,692,Jun-10-2019,5400,C
n/a,10+ years,692,May-04-2019,10000,C
76000,10+ years,712,May-04-2019,27000,D
88000,10+ years,682,Apr-12-2019,5050,D
36000,4 years,672,Jun-24-2019,1000,D
225096,10+ years,762,May-21-2019,12000,A
30000,2 years,687,Jun-19-2019,n/a,D
92000,10+ years,757,May-24-2019,19275,D
200087,0 years,672,Jun-07-2019,30000,C
138052,1 year,762,Jun-26-2019,26000,A
35000,7 years,727,May-23-2019,11200,A
120089,5 years,747,Jun-25-2019,40000,A
126016,10+ years,717,Apr-24-2019,20000,B
97000,7 years,782,Apr-24-2019,15000,D
110030,10+ years,687,Jun-21-2019,n/a,C
100053,10+ years,752,Apr-01-2019,16000,A
91000,10+ years,672,May-04-2019,8000,C
55000,4 years,702,May-30-2019,15000,B
100068,10+ years,n/a,Apr-03-2019,6000,D
50000,2 years,677,Apr-24-2019,12350,B
60000,10+ years,667,Jun-08-2019,30000,D
41000,1 year,687,Apr-26-2019,10000,D
29752.32,3 years,707,May-31-2019,16000,D
55000,10+ years,702,Jun-04-2019,6500,C
85000,4 years,687,May-04-2019,5000,D
75000,7 years,687,Jun-27-2019,3200,C
82000,10+ years,687,Apr-01-2019,5200,A
30000,1 year,732,Jun-09-2019,11200,B
35000,2 years,692,May-29-2019,21600,C
78996,10+ years,727,May-19-2019,12500,B
215574,0 years,792,Apr-17-2019,30000,B
75000,10+ years,697,May-16-2019,2200,B
92528,10+ years,717,Jun-04-2019,5200,A
,10+ years,"NA",Apr-22-2019,10000,C
44000,10+ years,747,May-20-2019,10000,C
50000,2 years,682,May-02-2019,20000,C
53000,10+ years,667,May-12-2019,3800,D
120039,5 years,682,Apr-14-2019,14000,C
87000,10+ years,667,Apr-13-2019,9650,D
85000,8 years,672,May-19-2019,21000,A
48000,10+ years,707,May-14-2019,17525,C
140092,10+ years,702,Jun-13-2019,8825,D
181834,10+ years,712,May-13-2019,20000,A
62000,5 years,702,May-18-2019,19600,B
75000,1 year,692,Jun-13-2019,15000,D
120063,10+ years,747,May-11-2019,10000,C
65000,10+ years,727,Jun-17-2019,11000,B
216088,6 years,727,,30000,A
100089,1 year,667,May-07-2019,12000,D
150058,3 years,697,May-20-2019,4000,B
41000,4 years,707,Jun-15-2019,7200,C
52000,10+ years,767,Jun-19-2019,18000,B
80000,10+ years,767,Jun-16-2019,18000,B
40000,8 years,697,Jun-29-2019,n/a,D
60000,0 years,712,Apr-07-2019,10000,B
84000,0 years,667,n/a,24000,D
48912,2 years,662,Jun-07-2019,2500,B
128415,4 years,727,Jun-24-2019,32575,C
24000,2 years,717,May-24-2019,15950,C
80000,0 years,717,Apr-27-2019,30000,C
176817,10+ years,727,Apr-24-2019,40000,C
60000,4 years,702,Jun-02-2019,8650,D
55000,10+ years,702,May-24-2019,7200,B
45000,5 years,707,Jun-01-2019,10000,C
125027,6 years,702,Apr-17-2019,11700,D
120008,10+ years,692,May-17-2019,11000,B
75000,4 years,697,May-26-2019,5600,D
60000,0 years,662,May-03-2019,13000,C
160090,10+ years,672,May-11-2019,6200,C
124051,9 years,692,May-15-2019,17000,C
50000,2 years,737,Apr-27-2019,6000,A
49545,7 years,762,Jun-01-2019,14400,A
70000,5 years,,May-19-2019,15500,D
84000,5 years,687,May-12-2019,20000,A
100032,2 years,727,Apr-15-2019,30000,B
41000,8 years,742,Jun-28-2019,20000,D
70000,10+ years,672,May-15-2019,"NA",A
94400,9 years,662,Jun-06-2019,10625,C
58000,10+ years,772,Apr-30-2019,13500,A
73000,10+ years,712,May-13-2019,12000,A
80000,10+ years,807,May-19-2019,31900,A
115096,10+ years,737,May-05-2019,3600,B
97000,2 years,752,Apr-03-2019,25000,A
250047,8 years,662,May-06-2019,20000,B
70000,10+ years,722,Jun-12-2019,11200,C
150056,0 years,722,Apr-18-2019,15000,C
54000,10+ years,692,Apr-11-2019,5400,B
33000,3 years,667,May-16-2019,13200,D
43680,1 year,717,Apr-22-2019,8500,B
37400,0 years,662,Jun-19-2019,10400,C
"NA",10+ years,722,Apr-03-2019,13000,B
17000,4 years,777,Apr-05-2019,15000,C
155952,2 years,747,May-14-2019,9000,C
30000,10+ years,772,May-21-2019,1400,A
88000,10+ years,722,Jun-20-2019,12750,D
45000,5 years,692,Apr-01-2019,n/a,C
42000,0 years,,May-18-2019,10000,B
80000,1 year,697,Apr-27-2019,3300,C
50000,6 years,732,Jun-02-2019,21275,C
150063,2 years,737,Apr-08-2019,18000,B
48000,0 years,742,Apr-11-2019,12000,B
110088,0 years,687,Jun-09-2019,7500,B
61000,2 years,702,Apr-01-2019,13000,A
42000,4 years,772,Apr-30-2019,2800,B
120063,4 years,802,Jun-18-2019,n/a,A
65000,10+ years,667,Jun-10-2019,14000,B
150071,10+ years,682,May-24-2019,16000,D
54000,5 years,722,Apr-01-2019,13000,C
75000,10+ years,687,May-31-2019,15000,A
150026,10+ years,n/a,Jun-16-2019,12000,A
104058,2 years,662,May-20-2019,12000,C
30000,10+ years,772,Jun-24-2019,20000,B
150057,10+ years,702,Jun-22-2019,19200,A
60000,2 years,712,Apr-02-2019,8000,A
90000,10+ years,807,May-17-2019,2800,A
120044,10+ years,762,Jun-12-2019,15000,A
105071,10+ years,702,Jun-28-2019,6000,C
95000,6 years,777,May-08-2019,24000,A
60000,6 years,672,May-15-2019,25000,C
53000,0 years,737,Jun-29-2019,12375,C
67000,5 years,727,Apr-20-2019,12100,B
48500,1 year,672,May-03-2019,7000,C
30000,0 years,712,Apr-24-2019,10000,A
220012,2 years,717,Apr-27-2019,30000,A
100092,0 years,747,Jun-27-2019,5000,B
65000,10+ years,682,Apr-12-2019,3000,D
60400,5 years,682,Apr-29-2019,10625,C
72238,10+ years,742,May-30-2019,7700,B
"NA",10+ years,662,May-24-2019,22000,D
36000,0 years,697,n/a,10000,C
92000,10+ years,667,Apr-17-2019,1400,C
75000,0 years,672,May-12-2019,10000,D
100061,10+ years,687,May-13-2019,12000,D
107595,0 years,682,Apr-11-2019,2400,C
67317,10+ years,662,Apr-27-2019,n/a,D
60000,7 years,732,Apr-05-2019,,B
200029,10+ years,697,Jun-29-2019,20000,B
55000,0 years,677,May-22-2019,10000,B
83000,10+ years,677,Jun-16-2019,20000,C
83500,10+ years,672,May-11-2019,17500,D
44000,1 year,742,Apr-03-2019,8000,C
820094,4 years,702,May-16-2019,16000,B
293070,0 years,772,May-20-2019,25000,A
45000,2 years,717,Apr-12-2019,7750,B
60000,0 years,732,Jun-27-2019,10000,A
71000,10+ years,732,May-17-2019,30000,D
n/a,10+ years,722,Apr-16-2019,30000,C
113088,3 years,722,May-24-2019,21000,B
192033,10+ years,,Jun-21-2019,16325,D
45000,0 years,712,Apr-18-2019,8000,A
65436,4 years,,Jun-25-2019,5000,C
64000,10+ years,712,May-20-2019,10000,C
74944,4 years,667,Apr-25-2019,16500,C
32000,3 years,702,Jun-02-2019,6000,A
100061,10+ years,722,May-20-2019,35000,A
39000,7 years,737,Apr-29-2019,3025,C
"NA",10+ years,777,Apr-16-2019,1200,A
60000,9 years,747,Apr-12-2019,4800,A
20000,10+ years,722,May-11-2019,4750,C
80000,10+ years,752,Jun-23-2019,25000,C
120040,8 years,682,Apr-22-2019,12000,D
65000,9 years,777,Apr-26-2019,3150,A
60000,0 years,707,Apr-03-2019,3500,C
40000,2 years,672,Jun-13-2019,1800,D
80000,0 years,732,May-22-2019,10500,A
116064,3 years,742,May-14-2019,16000,A
165097,10+ years,797,Apr-15-2019,10000,A
52000,1 year,752,Apr-06-2019,3000,B
175087,6 years,777,May-07-2019,2650,A
55000,5 years,667,Jun-08-2019,2400,D
62000,3 years,707,May-02-2019,30000,C
27000,5 years,717,,16000,D
80000,6 years,732,Jun-06-2019,7000,A
70000,10+ years,697,May-01-2019,8500,A
45000,10+ years,752,,25400,B
100094,10+ years,n/a,Jun-24-2019,20000,C
135023,10+ years,682,Jun-02-2019,20000,C
70000,10+ years,757,Jun-02-2019,25000,D
100060,0 years,702,May-28-2019,29750,D
72000,10+ years,722,Jun-24-2019,12000,B
64000,3 years,732,May-24-2019,18000,B
140015,7 years,732,Apr-12-2019,1000,C
265026,10+ years,692,Apr-12-2019,2500,B
154083,3 years,697,Apr-27-2019,40000,A
95000,10+ years,672,May-29-2019,34000,C
86000,10+ years,682,Apr-09-2019,9350,C
n/a,2 years,692,,20000,D
175090,1 year,742,,24000,A
141048,10+ years,697,Apr-11-2019,13800,C
120076,3 years,672,Jun-28-2019,12000,C
55000,6 years,672,May-10-2019,2000,C
57000,3 years,752,May-06-2019,8500,A
80000,5 years,"NA",Jun-24-2019,32000,B
116982,0 years,672,Jun-05-2019,13200,A
52000,2 years,697,Apr-16-2019,18000,B
,10+ years,,Jun-13-2019,35000,C
106902,8 years,697,Apr-26-2019,4900,D
180032,1 year,767,Jun-11-2019,15000,A
45000,0 years,752,Jun-08-2019,8500,A
106076,5 years,682,May-02-2019,1200,A
150008,10+ years,"NA",Apr-20-2019,10000,B
95000,10+ years,697,May-22-2019,25000,A
84000,8 years,712,Jun-23-2019,5000,A
45000,10+ years,677,May-02-2019,5000,B
150059,10+ years,697,Jun-27-2019,35000,C
130094,1 year,672,Apr-21-2019,15000,C
,10+ years,732,Jun-03-2019,20125,A
120012,2 years,667,Apr-29-2019,8000,A
89143,10+ years,677,Apr-29-2019,10000,D
67000,3 years,717,Apr-16-2019,12500,C
280095,10+ years,672,Jun-04-2019,8000,A
56000,10+ years,,Apr-20-2019,22000,C
77220,10+ years,n/a,Apr-21-2019,15000,B
59000,10+ years,717,Jun-29-2019,15000,B
70000,4 years,752,Apr-14-2019,3850,A
250056,10+ years,697,Jun-25-2019,24000,B
165011,3 years,797,May-14-2019,19200,B
50000,2 years,767,Apr-25-2019,"NA",A
60000,1 year,772,Jun-04-2019,8400,A
280080,8 years,722,Apr-09-2019,20000,C
71250,4 years,777,Jun-20-2019,6000,D
57500,10+ years,702,Apr-24-2019,7800,A
62000,0 years,682,Apr-21-2019,6000,B
120043,10+ years,717,May-20-2019,3000,C
95000,10+ years,817,Jun-22-2019,26000,A
252004,3 years,742,May-04-2019,19775,C
140082,6 years,677,Jun-15-2019,5000,C
129273,2 years,747,May-25-2019,19500,B
25000,2 years,747,Jun-21-2019,2000,A
55200,8 years,717,Jun-04-2019,29975,C
101071,8 years,677,Jun-27-2019,7000,C
35000,8 years,677,May-07-2019,12000,D
102059,5 years,692,May-27-2019,8500,A
56000,10+ years,702,May-29-2019,2000,C
67000,6 years,732,Jun-12-2019,12000,A
77000,5 years,757,Apr-22-2019,5000,B
35000,4 years,692,n/a,2200,D
91450.92,10+ years,692,May-14-2019,25000,C
175047,2 years,762,Apr-03-2019,"NA",A
228085,7 years,692,Jun-10-2019,10750,D
65000,5 years,677,Jun-03-2019,3500,A
160007,10+ years,677,Jun-15-2019,5000,B
58764,4 years,747,Jun-05-2019,8500,A
47000,2 years,767,May-24-2019,1000,B
35670,10+ years,687,Apr-04-2019,4000,A
85000,10+ years,672,May-06-2019,9600,D
115091,6 years,807,Apr-18-2019,9000,A
90000,10+ years,662,May-19-2019,26400,B
105016,8 years,667,Jun-24-2019,,D
35095,0 years,747,Jun-27-2019,16000,A
56100,3 years,767,Apr-01-2019,10000,A
163923,5 years,707,Apr-18-2019,7500,A
32000,1 year,797,May-23-2019,12000,A
55000,9 years,742,"NA",15775,A
100070,4 years,697,Jun-15-2019,4000,C
100061,10+ years,722,Jun-20-2019,20000,A
100099,10+ years,707,Apr-28-2019,10000,D
120021,10+ years,747,May-07-2019,4000,B
50000,4 years,672,Jun-12-2019,8000,D
100059,8 years,747,May-07-2019,23000,C
101128,10+ years,722,May-10-2019,20000,A
30000,10+ years,792,May-25-2019,14400,A
35230,10+ years,747,Jun-25-2019,8000,A
76000,10+ years,722,Apr-28-2019,22000,A
55000,10+ years,687,Jun-21-2019,1000,D
50000,8 years,682,Apr-04-2019,17500,D
141081,4 years,727,Jun-15-2019,3000,C
45000,10+ years,737,May-22-2019,14000,A
45000,2 years,687,May-31-2019,4000,C
95000,10+ years,727,"NA",5225,A
104047,10+ years,702,May-04-2019,15000,D
300069,9 years,667,Jun-18-2019,14400,C
65000,3 years,752,May-14-2019,21000,A
51000,10+ years,697,Jun-16-2019,10500,C
120087,9 years,667,Apr-17-2019,28000,D
20000,4 years,667,May-18-2019,16800,C
67000,7 years,732,May-18-2019,3500,B
192001,3 years,762,May-22-2019,6000,B
175021,10+ years,732,Jun-26-2019,10000,A
93000,5 years,712,May-13-2019,10000,B
88000,4 years,682,May-04-2019,25000,C
86612,2 years,692,May-04-2019,35000,D
27000,4 years,697,Apr-18-2019,8000,B
77000,0 years,n/a,May-12-2019,5000,A
62000,5 years,"NA",Jun-30-2019,25000,D
46000,10+ years,707,Apr-23-2019,5200,B
52000,5 years,712,Apr-06-2019,6500,A
33000,8 years,742,May-05-2019,1200,B
48000,2 years,727,Apr-17-2019,30000,C
80000,3 years,702,Apr-22-2019,14000,B
124374,10+ years,737,Jun-22-2019,9000,A
80496,9 years,762,Jun-10-2019,10500,A
49000,1 year,662,Apr-02-2019,11000,D
80713,9 years,"NA",Jun-03-2019,13000,B
124042,0 years,692,Apr-01-2019,20000,D
34969,3 years,722,May-19-2019,5000,C
48000,10+ years,792,Apr-14-2019,7000,B
110439,4 years,697,,14000,B
135052,10+ years,682,May-17-2019,30000,B
56000,4 years,722,Jun-01-2019,20000,B
75000,3 years,677,Jun-02-2019,3200,B
52000,10+ years,712,Apr-29-2019,6000,C
32000,10+ years,747,,16000,A
64000,5 years,667,May-31-2019,15000,D
60000,1 year,697,Apr-05-2019,11000,A
"NA",2 years,737,Apr-25-2019,20000,C
98000,3 years,732,Jun-18-2019,31325,C
103033,10+ years,692,May-13-2019,7925,D
135002,4 years,702,May-03-2019,7700,C
120055,10+ years,682,Jun-10-2019,,C
73000,9 years,772,May-23-2019,8000,A
95000,10+ years,737,May-20-2019,35000,C
111679,1 year,747,Apr-08-2019,15000,D
80000,7 years,767,Apr-17-2019,10000,A
35000,10+ years,662,May-02-2019,3500,A
150013,2 years,767,Jun-08-2019,40000,B
55000,6 years,697,"NA",12000,C
148037,10+ years,682,May-06-2019,12000,C
88000,4 years,742,May-03-2019,16000,A
114077,4 years,742,Jun-10-2019,21000,A
77000,4 years,682,Jun-21-2019,2650,C
75000,10+ years,732,Apr-07-2019,27700,D
115835,6 years,782,Apr-18-2019,12000,A
80000,1 year,802,Jun-26-2019,20000,B
60000,10+ years,702,Apr-18-2019,40000,A
30000,5 years,697,May-01-2019,12000,D
50000,2 years,672,Jun-29-2019,2525,D
70000,5 years,692,May-20-2019,10000,C
50000,6 years,712,May-11-2019,3000,C
79000,10+ years,662,May-09-2019,15425,D
143074,0 years,727,May-30-2019,5000,A
45000,7 years,692,May-01-2019,6500,B
70000,10+ years,697,Apr-03-2019,9900,B
72000,2 years,n/a,Jun-12-2019,5000,D
131059,10+ years,677,May-16-2019,25000,D
85000,1 year,702,Apr-20-2019,10000,D
40000,2 years,687,Apr-25-2019,5000,A
120036,5 years,782,May-22-2019,12600,A
40000,10+ years,672,Apr-23-2019,,D
66500,10+ years,772,Apr-05-2019,10000,C
34500,2 years,682,Jun-11-2019,10000,C
65000,10+ years,802,,12000,A
49000,6 years,787,May-30-2019,2500,A
75000,1 year,717,Jun-09-2019,17000,D
102055,9 years,667,Jun-26-2019,10500,D
165075,3 years,672,May-02-2019,,D
40000,10+ years,717,May-09-2019,4800,C
86000,2 years,767,Apr-10-2019,30000,B
50000,6 years,712,Apr-27-2019,8000,D
100053,0 years,667,May-06-2019,30000,C
120053,10+ years,682,Jun-20-2019,3200,A
40000,2 years,667,Jun-05-2019,12000,D
34000,10+ years,727,May-31-2019,4000,C
,10+ years,667,Apr-24-2019,6400,D
48000,2 years,667,Apr-21-2019,16000,C
85000,7 years,802,Jun-10-2019,8400,A
85000,1 year,742,Apr-21-2019,16000,B
50000,3 years,662,Jun-10-2019,6000,B
28500,2 years,737,Jun-20-2019,2100,A
,4 years,672,Apr-21-2019,5000,D
85000,5 years,692,Apr-05-2019,16000,C
80000,6 years,692,Jun-05-2019,15000,A
85000,8 years,722,May-24-2019,6175,D
100069,0 years,667,May-07-2019,15000,B
60000,10+ years,717,Jun-20-2019,5000,C
n/a,0 years,692,May-09-2019,5000,C
105078,9 years,672,Apr-11-2019,25000,D
75000,0 years,687,Jun-10-2019,23000,C
132095,8 years,727,May-17-2019,14400,C
123299,10+ years,742,Jun-01-2019,35000,A
150007,10+ years,727,May-01-2019,20000,C
110014,0 years,662,Jun-30-2019,10000,B
,10+ years,682,May-03-2019,10800,B
40000,0 years,737,May-02-2019,12925,A
64000,2 years,687,Jun-17-2019,9500,C
77000,1 year,662,Apr-28-2019,15000,D
77500,10+ years,702,Apr-19-2019,10000,B
250066,0 years,687,Apr-27-2019,15000,B
144067,3 years,737,May-11-2019,30000,B
98800,5 years,727,Apr-09-2019,33000,C
61663,10+ years,697,May-08-2019,10000,C
34000,3 years,717,Jun-18-2019,"NA",A
40000,9 years,727,May-09-2019,17000,B
46804,3 years,747,May-13-2019,25000,C
250089,10+ years,752,Jun-27-2019,35000,A
"NA",2 years,807,Apr-17-2019,15000,A
41000,3 years,742,Apr-02-2019,6300,A
74000,10+ years,682,May-11-2019,20000,B
110031,5 years,667,Jun-02-2019,18000,D
50300,10+ years,707,May-14-2019,11500,B
200073,3 years,752,May-26-2019,33575,B
38000,10+ years,672,Apr-01-2019,18800,D
40000,10+ years,677,Jun-05-2019,8500,C
100055,10+ years,707,May-05-2019,12000,B
50000,3 years,737,May-04-2019,10000,D
102022,5 years,677,Jun-06-2019,14400,B
63000,10+ years,782,Apr-28-2019,7200,A
50000,10+ years,762,Jun-09-2019,10000,A
50000,5 years,692,Jun-19-2019,20000,D
240025,0 years,697,Apr-10-2019,10000,A
65000,4 years,707,May-09-2019,14000,B
75000,2 years,717,May-09-2019,5500,A
93880,4 years,682,May-19-2019,34000,C
175039,10+ years,787,May-24-2019,7500,A
73020.45,10+ years,787,n/a,"NA",B
56000,6 years,702,May-07-2019,30000,C
78000,10+ years,737,May-19-2019,10000,B
32000,2 years,672,Apr-27-2019,7000,D
88550,5 years,742,May-22-2019,16000,A
70000,5 years,697,n/a,24000,C
100792,8 years,707,May-27-2019,12000,D
60000,4 years,692,Apr-04-2019,1500,B
160052,10+ years,842,May-03-2019,4500,A
98000,10+ years,677,Jun-08-2019,3500,D
81000,8 years,717,Jun-22-2019,40000,C
72000,2 years,747,Apr-08-2019,10000,A
65000,10+ years,787,Apr-23-2019,30000,B
60000,0 years,662,Jun-07-2019,15000,D
82000,10+ years,707,May-13-2019,15000,C
67000,2 years,677,Jun-07-2019,5000,C
124064,10+ years,682,Apr-17-2019,6400,C
89500,9 years,707,May-09-2019,24000,C
59000,10+ years,707,Apr-15-2019,13800,C
52000,10+ years,672,May-25-2019,6600,B
74000,10+ years,677,Jun-22-2019,1300,B
55000,0 years,737,n/a,1800,A
150039,1 year,672,Jun-13-2019,16000,C
120026,10+ years,682,Apr-02-2019,6000,B
75000,6 years,722,Jun-13-2019,11000,B
205025,4 years,682,Jun-06-2019,12000,B
60181,7 years,667,Apr-05-2019,1000,C
50000,5 years,742,May-19-2019,30000,A
138083,10+ years,717,Jun-19-2019,6000,A
200094,9 years,672,Jun-30-2019,32825,C
324032,4 years,672,Apr-06-2019,8400,D
75000,0 years,787,Jun-25-2019,25000,A
78000,2 years,737,Apr-15-2019,5000,B
84000,9 years,672,Apr-25-2019,15000,C
62000,10+ years,737,Jun-07-2019,24000,A
45000,0 years,707,Apr-25-2019,8500,A
380073,3 years,807,Apr-04-2019,12000,A
56000,4 years,787,May-09-2019,10000,A
244068,3 years,717,Apr-11-2019,24000,B
70000,10+ years,797,Jun-10-2019,4725,A
95000,9 years,767,,20000,C
60000,10+ years,757,May-17-2019,4800,A
30000,2 years,797,May-23-2019,4000,B
88000,10+ years,662,Apr-16-2019,30000,D
"NA",10+ years,702,Apr-26-2019,9600,C
130015,10+ years,717,May-14-2019,20000,B
224094,1 year,707,Jun-28-2019,16000,C
72000,4 years,662,May-22-2019,15000,C
70000,10+ years,707,May-23-2019,26000,C
101031,9 years,692,Apr-24-2019,15950,D
140003,2 years,662,Jun-04-2019,2200,C
210044,10+ years,682,Apr-04-2019,20000,D
98000,3 years,737,May-25-2019,24800,A
95000,10+ years,702,Apr-21-2019,"NA",A
75000,10+ years,742,May-03-2019,10000,B
97500,8 years,722,May-06-2019,12000,A
79000,6 years,667,May-08-2019,15000,C
84000,10+ years,702,Apr-11-2019,25000,B
25000,5 years,777,May-04-2019,6000,B
90000,5 years,782,Apr-02-2019,19800,A
55000,10+ years,687,Apr-09-2019,3000,C
40000,10+ years,767,Jun-19-2019,5000,B
110015,0 years,712,Apr-06-2019,9000,A
95000,3 years,767,Apr-03-2019,12000,A
12000,0 years,757,May-31-2019,3500,D
98000,10+ years,742,May-26-2019,15000,A
231062,10+ years,767,May-06-2019,10000,A
120029,3 years,662,Apr-04-2019,8000,A
170053,0 years,747,Jun-07-2019,40000,B
150004,10+ years,682,Jun-16-2019,12000,D
65000,4 years,757,May-18-2019,5000,A
125768,8 years,672,May-08-2019,2400,C
110038,2 years,692,Jun-15-2019,6875,C
65000,10+ years,717,Apr-07-2019,"NA",C
45000,2 years,722,n/a,7000,C
90000,10+ years,702,May-04-2019,4000,A
90000,9 years,707,,15000,B
38000,0 years,772,Apr-14-2019,5500,B
41500,10+ years,662,May-07-2019,7500,C
150038,0 years,687,Jun-12-2019,20000,A
75000,2 years,682,Apr-11-2019,4200,A
200025,2 years,697,Apr-06-2019,4250,D
66655.38,10+ years,717,May-09-2019,16250,D
33000,10+ years,702,Apr-07-2019,10000,C
97200,0 years,687,May-07-2019,14300,C
97000,1 year,687,May-27-2019,30000,B
35000,1 year,717,May-24-2019,10000,D
48000,9 years,727,Jun-27-2019,7000,A
80000,0 years,672,Jun-01-2019,25000,D
58000,10+ years,"NA",May-10-2019,12000,A
72000,10+ years,752,May-12-2019,,B
45000,2 years,692,Apr-23-2019,24000,C
150079,2 years,772,Jun-15-2019,25000,A
92000,10+ years,677,Jun-26-2019,10000,B
n/a,10+ years,697,Jun-10-2019,3000,A
175025,3 years,757,May-23-2019,40000,A
175035,3 years,692,May-19-2019,12800,A
46000,0 years,702,Jun-21-2019,5000,B
52000,7 years,667,May-11-2019,6875,D
59876.16,9 years,767,May-16-2019,6000,A
100027,10+ years,732,Jun-17-2019,4000,A
120001,4 years,702,Jun-08-2019,20000,C
70000,9 years,722,Jun-25-2019,16000,B
24000,10+ years,742,Apr-09-2019,1800,A
120092,2 years,702,May-25-2019,16000,A
45000,0 years,772,Apr-18-2019,2500,B
115031,1 year,757,May-27-2019,30000,A
55000,10+ years,692,Apr-03-2019,21000,B
165096,5 years,687,May-09-2019,12000,C
40000,0 years,692,May-03-2019,7000,D
47000,5 years,717,Jun-24-2019,10500,B
70000,10+ years,677,May-18-2019,17000,B
60000,0 years,682,May-06-2019,20000,C
65971,1 year,677,Jun-17-2019,4000,B
106091,5 years,747,May-13-2019,40000,B
48000,3 years,692,Apr-27-2019,4000,C
125095,10+ years,747,Jun-26-2019,10000,C
47000,10+ years,692,Jun-14-2019,5200,B
60000,2 years,702,Apr-30-2019,34500,C
112028,9 years,692,Jun-02-2019,30000,B
74934,10+ years,727,Jun-29-2019,2500,B
"NA",3 years,717,May-21-2019,8450,C
105036,1 year,677,Apr-21-2019,6000,D
96154,10+ years,717,Jun-14-2019,6500,A
60000,10+ years,662,May-12-2019,5000,C
65000,10+ years,717,,20000,D
130068,10+ years,707,Jun-22-2019,36000,C
41000,10+ years,727,May-03-2019,9500,A
68750,2 years,707,May-16-2019,18000,C
95000,10+ years,682,May-07-2019,3300,B
95000,2 years,697,May-03-2019,4850,C
100052,3 years,672,Apr-14-2019,12000,A
72000,4 years,757,Jun-16-2019,3000,B
49267,3 years,717,Jun-27-2019,2000,B
86000,10+ years,672,Jun-26-2019,10000,D
65000,10+ years,702,May-23-2019,30000,C
35000,1 year,802,Jun-25-2019,10000,A
100065,3 years,677,Jun-25-2019,6500,B
40000,7 years,682,Jun-21-2019,7200,C
60900,7 years,722,Jun-25-2019,30450,B
97300,8 years,702,Jun-16-2019,"NA",A
119214,4 years,707,May-06-2019,30000,B
25000,1 year,772,Jun-10-2019,1000,B
136063,6 years,807,Apr-29-2019,15000,A
30000,2 years,687,Apr-23-2019,1000,D
105001,10+ years,707,Apr-07-2019,20000,A
75000,5 years,752,Apr-09-2019,4000,B
120007,10+ years,677,n/a,5000,B
50000,3 years,802,Apr-27-2019,"NA",B
71415,7 years,677,Jun-28-2019,,C
100028,10+ years,682,May-30-2019,6400,C
48500,3 years,737,Apr-13-2019,10000,B
11000,0 years,762,Apr-14-2019,1575,D
54000,10+ years,787,Apr-06-2019,11000,A
52000,1 year,767,Jun-02-2019,15000,A
50000,2 years,667,May-06-2019,22000,D
64000,10+ years,777,Apr-09-2019,8000,A
51000,10+ years,732,May-30-2019,5700,A
165009,0 years,687,May-13-2019,15000,D
21000,3 years,702,"NA",28000,C
32500,10+ years,702,Apr-15-2019,7000,C
160077,10+ years,687,Jun-11-2019,15000,A
75000,10+ years,742,Apr-20-2019,21000,A
